Data;Descrição;Valor;Tipo;Categoria;Setor;Centro de Custo;ID Transação;Conciliado com;Memo
2025-07-14;;100.0;Receita;Transferência;Administrativo;Financeiro;202507140771;;"Pix recebido: ""Cp :18236120-Nicolas Rosa"""
2025-07-14;;-32.9;Despesa;Transferência;Administrativo;Financeiro;202507140772;;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS"""
2025-07-14;;-25.0;Despesa;Transferência;Administrativo;Financeiro;202507140773;;"Pix enviado: ""Cp :16501555-TERCEIRO TEMPO BAR E CONVENIENCIA"""
2025-07-12;;-22.0;Despesa;Transferência;Administrativo;Financeiro;202507120771;;"Pix enviado: ""Cp :19468242-ZOOP BRASIL"""
2025-07-11;;50.0;Receita;Transferência;Administrativo;Financeiro;202507110771;;"Pix recebido: ""Cp :00360305-ANTONIO BARBOSA DE SOUZA JUNIOR"""
2025-07-11;;-38.5;Despesa;Transferência;Administrativo;Financeiro;202507110772;;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS"""
2025-07-11;;-10.64;Despesa;Transferência;Administrativo;Financeiro;202507110773;;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR"""
2025-07-11;;60.0;Receita;Transferência;Administrativo;Financeiro;202507110774;;"Pix recebido: ""Cp :31872495-CELSO APARECIDO MIRANDA"""
2025-07-11;;-13.9;Despesa;Transferência;Administrativo;Financeiro;202507110775;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-11;;-15.35;Despesa;Transferência;Administrativo;Financeiro;202507110776;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-11;;-7.25;Despesa;Transferência;Administrativo;Financeiro;202507110777;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-10;;120.0;Receita;Pagamento;Administrativo;Financeiro;202507100771;;"Boleto de cobranca recebido: ""112/90359558403"""
2025-07-10;;230.0;Receita;Pagamento;Administrativo;Financeiro;202507100772;;"Boleto de cobranca recebido: ""112/90359146555"""
2025-07-10;;60.0;Receita;Transferência;Administrativo;Financeiro;202507100773;;"Pix recebido: ""Cp :60701190-VANDERCLAITON PEREIRA CORREA"""
2025-07-10;;-416.0;Despesa;Transferência;Administrativo;Financeiro;202507100774;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-07-09;;200.0;Receita;Transferência;Administrativo;Financeiro;202507090771;;"Pix recebido: ""Cp :18236120-Lara Rosa Avila Barros"""
2025-07-09;;-150.0;Despesa;Transferência;Administrativo;Financeiro;202507090772;;"Pix recebido devolvido: ""Cp :18236120-null"""
2025-07-09;;-37.0;Despesa;Transferência;Administrativo;Financeiro;202507090773;;"Pix enviado: ""Cp :60701190-DIORANDE TRINDADE"""
2025-07-09;;-6.5;Despesa;Transferência;Administrativo;Financeiro;202507090774;;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS"""
2025-07-08;;7.09;Receita;Transferência;Administrativo;Financeiro;202507080771;;"Pix recebido: ""Cp :18236120-Nicolas Rosa"""
2025-07-08;;-33.0;Despesa;Transferência;Administrativo;Financeiro;202507080772;;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches"""
2025-07-08;;-6.0;Despesa;Transferência;Administrativo;Financeiro;202507080773;;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches"""
2025-07-07;;110.0;Receita;Transferência;Administrativo;Financeiro;202507070771;;"Pix recebido: ""Cp :60701190-GBM RALOS E GRELHAS PLUVIAIS LTDA"""
2025-07-07;;-80.0;Despesa;Transferência;Administrativo;Financeiro;202507070772;;"Pix enviado: ""Cp :10573521-Luiza Silva de Oliveira"""
2025-07-06;;-13.16;Despesa;Transferência;Administrativo;Financeiro;202507060771;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-05;;-33.62;Despesa;Transferência;Administrativo;Financeiro;202507050771;;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR"""
2025-07-04;;130.0;Receita;Pagamento;Administrativo;Financeiro;202507040771;;"Boleto de cobranca recebido: ""112/90352759248"""
2025-07-04;;-38.65;Despesa;Transferência;Administrativo;Financeiro;202507040772;;"Pix enviado: ""Cp :16501555-FRANGO LANGO COMERCIO DE FRANGOS LTDA"""
2025-07-04;;-25.44;Despesa;Transferência;Administrativo;Financeiro;202507040773;;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS"""
2025-07-04;;-9.26;Despesa;Transferência;Administrativo;Financeiro;202507040774;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-04;;-13.29;Despesa;Transferência;Administrativo;Financeiro;202507040775;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-03;;180.0;Receita;Transferência;Administrativo;Financeiro;202507030771;;"Pix recebido: ""Cp :22896431-CAROLINA GESSI DOS SANTOS"""
2025-07-03;;-28.75;Despesa;Transferência;Administrativo;Financeiro;202507030772;;"Pix enviado: ""Cp :16501555-FRANGO LANGO COMERCIO DE FRANGOS LTDA"""
2025-07-03;;-493.89;Despesa;Outros;❗Definir;❗Definir;202507030773;;"Pagamento efetuado: ""SIMPLESLOG SISTEMAS LTDA"""
2025-07-03;;120.0;Receita;Pagamento;Administrativo;Financeiro;202507030774;;"Boleto de cobranca recebido: ""112/90355104665"""
2025-07-03;;1000.0;Receita;Transferência;Administrativo;Financeiro;202507030775;;"Pix recebido: ""Cp :00971300-GUFLA PECAS AGRICOLAS LTDA"""
2025-07-03;;1400.0;Receita;Transferência;Administrativo;Financeiro;202507030776;;"Pix recebido: ""Cp :00000000-RENATO AVILA BARROS"""
2025-07-03;;-3300.0;Despesa;Transferência;Administrativo;Financeiro;202507030777;;"Pix enviado: ""00019 58109480 ZAMPIERI LIMA E FREITAS NETO SOCIED"""
2025-07-03;;700.0;Receita;Transferência;Administrativo;Financeiro;202507030778;;"Pix recebido: ""Cp :90400888-DANIEL FREITAS CONSTANTINO"""
2025-07-03;;-700.0;Despesa;Transferência;Administrativo;Financeiro;202507030779;;"Pix enviado: ""00019 58109480 ZAMPIERI LIMA E FREITAS NETO SOCIED"""
2025-07-02;;-13.08;Despesa;Transferência;Administrativo;Financeiro;202507020771;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-07-02;;60.0;Receita;Transferência;Administrativo;Financeiro;202507020772;;"Pix recebido: ""Cp :18189547-Ciahflex"""
2025-07-02;;60.0;Receita;Transferência;Administrativo;Financeiro;202507020773;;"Pix recebido: ""Cp :60701190-A ORIGINAL RIO PRETO FUNILARIA E PINTURA LTDA."""
2025-07-02;;-33.0;Despesa;Transferência;Administrativo;Financeiro;202507020774;;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro"""
2025-07-02;;-10.0;Despesa;Transferência;Administrativo;Financeiro;202507020775;;"Pix enviado: ""Cp :18236120-Jose Anchieta Fernandes Selvino Pereira"""
2025-07-02;;791.2;Receita;Pagamento;Administrativo;Financeiro;202507020776;;"Boleto de cobranca recebido: ""112/90346681540"""
2025-07-02;;330.0;Receita;Transferência;Administrativo;Financeiro;202507020777;;"Pix recebido: ""Cp :90400888-MTS PECAS E SERVICOS LTDA"""
2025-07-02;;-54.1;Despesa;Transferência;Administrativo;Financeiro;202507020778;;"Pix enviado: ""Cp :14796606-RD SAUDE"""
2025-07-02;;-35.0;Despesa;Transferência;Administrativo;Financeiro;202507020779;;"Pix enviado: ""Cp :18236120-Luiz Donizete Morais"""
2025-07-01;;-495.0;Despesa;Transferência;Administrativo;Financeiro;202507010771;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-07-01;;45.0;Receita;Transferência;Administrativo;Financeiro;202507010772;;"Pix recebido: ""Cp :10262276-EMAC COMERCIO DE PECAS AGRICOLAS E INDUSTRIAIS LTD"""
2025-07-01;;-34.0;Despesa;Transferência;Administrativo;Financeiro;202507010773;;"Pix enviado: ""Cp :90400888-J P COMERCIO DE ACAI LTDA"""
2025-07-01;;-163.0;Despesa;Transferência;Administrativo;Financeiro;202507010774;;"Pix enviado: ""Cp :18236120-Marcos Jose Frezarin Plazza"""
2025-07-01;;-500.0;Despesa;Transferência;Administrativo;Financeiro;202507010775;;"Pix enviado: ""Cp :00000000-Renato Avila Barros"""
2025-07-01;;-89.0;Despesa;Transferência;Administrativo;Financeiro;202507010776;;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches"""
2025-06-30;;650.0;Receita;Transferência;Administrativo;Financeiro;202506300771;;"Pix recebido: ""Cp :18189547-ALEX VASCONCELOS CREPALDI SILVA 36575597874"""
2025-06-30;;143.88;Receita;Pagamento;Administrativo;Financeiro;202506300772;;"Boleto de cobranca recebido: ""112/90345912953"""
2025-06-30;;-7.99;Despesa;Transferência;Administrativo;Financeiro;202506300773;;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR"""
2025-06-30;;-1.0;Despesa;Transferência;Administrativo;Financeiro;202506300774;;"Pix enviado: ""Cp :90400888-FARMACIA MODELO"""
2025-06-30;;-100.0;Despesa;Transferência;Administrativo;Financeiro;202506300775;;"Pix enviado: ""Cp :60701190-Renato Cava Single"""
2025-06-30;;256.9;Receita;Pagamento;Administrativo;Financeiro;202506300776;;"Boleto de cobranca recebido: ""112/90346860656"""
2025-06-30;;-7.0;Despesa;Transferência;Administrativo;Financeiro;202506300777;;"Pix enviado: ""Cp :16501555-DROGARIA ABRAO THOME LTDA"""
2025-06-30;;371.0;Receita;Pagamento;Administrativo;Financeiro;202506300778;;"Boleto de cobranca recebido: ""112/90346086070"""
2025-06-30;;-38.0;Despesa;Transferência;Administrativo;Financeiro;202506300779;;"Pix enviado: ""Cp :18236120-Marcos Jose Frezarin Plazza"""
2025-06-29;;30.0;Receita;Transferência;Administrativo;Financeiro;202506290771;;"Pix recebido: ""Cp :00000000-RENATO AVILA BARROS"""
2025-06-29;;-32.0;Despesa;Transferência;Administrativo;Financeiro;202506290772;;"Pix enviado: ""Cp :18236120-Nicolas Rosa Avila Barros"""
2025-06-28;;-65.5;Despesa;Transferência;Administrativo;Financeiro;202506280771;;"Pix enviado: ""Cp :16501555-Vilmar Lanches Ltda"""
2025-06-28;;-13.51;Despesa;Transferência;Administrativo;Financeiro;202506280772;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-28;;-11.48;Despesa;Transferência;Administrativo;Financeiro;202506280773;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-28;;3.17;Receita;Transferência;Administrativo;Financeiro;202506280774;;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA"""
2025-06-28;;-3.5;Despesa;Transferência;Administrativo;Financeiro;202506280775;;"Pix enviado: ""Cp :16501555-DROGARIA ABRAO THOME LTDA"""
2025-06-27;;-9.48;Despesa;Transferência;Administrativo;Financeiro;202506270771;;"Pix enviado: ""Cp :90400888-LOJA G"""
2025-06-27;;48.0;Receita;Outros;❗Definir;❗Definir;202506270772;;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO"""
2025-06-27;;85.0;Receita;Outros;❗Definir;❗Definir;202506270773;;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO"""
2025-06-27;;70.0;Receita;Outros;❗Definir;❗Definir;202506270774;;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO"""
2025-06-27;;-12.0;Despesa;Transferência;Administrativo;Financeiro;202506270775;;"Pix enviado: ""Cp :90400888-VILLA CALCADAO"""
2025-06-27;;-17.0;Despesa;Transferência;Administrativo;Financeiro;202506270776;;"Pix enviado: ""Cp :00000000-JUQUINHA SORVETES LTDA"""
2025-06-27;;-89.0;Despesa;Transferência;Administrativo;Financeiro;202506270777;;"Pix enviado: ""Cp :08561701-LANCHONETE TURBO DOG"""
2025-06-26;;-8.69;Despesa;Transferência;Administrativo;Financeiro;202506260771;;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO"""
2025-06-26;;215.52;Receita;Pagamento;Administrativo;Financeiro;202506260772;;"Boleto de cobranca recebido: ""112/90343505510"""
2025-06-26;;-10.0;Despesa;Transferência;Administrativo;Financeiro;202506260773;;"Pix enviado: ""Cp :90400888-FRUTARIA JK LTDA"""
2025-06-26;;-19.9;Despesa;Transferência;Administrativo;Financeiro;202506260774;;"Pix enviado: ""Cp :77984870-IKKI DELICIAS"""
2025-06-26;;-5.0;Despesa;Transferência;Administrativo;Financeiro;202506260775;;"Pix enviado: ""Cp :58160789-COPY FACIL COPIADORA LTDA"""
2025-06-26;;-17.0;Despesa;Transferência;Administrativo;Financeiro;202506260776;;"Pix enviado: ""Cp :00000000-JUQUINHA SORVETES LTDA"""
2025-06-26;;-60.0;Despesa;Transferência;Administrativo;Financeiro;202506260777;;"Pix enviado: ""Cp :00360305-LUIZ FERNANDES JUNIOR"""
2025-06-26;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506260778;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-26;;-85.0;Despesa;Transferência;Administrativo;Financeiro;202506260779;;"Pix enviado: ""Cp :90400888-WENXUAN WU PRESENTES LTDA"""
2025-06-25;;22.8;Receita;Transferência;Administrativo;Financeiro;202506250771;;"Pix recebido: ""Cp :18236120-Nicolas Rosa"""
2025-06-25;;-50.0;Despesa;Transferência;Administrativo;Financeiro;202506250772;;"Pix enviado: ""Cp :90400888-BOM DEMAIS RIO PRETO RESTAURANTE EIRELI"""
2025-06-24;;-480.0;Despesa;Transferência;Administrativo;Financeiro;202506240771;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-06-24;;165.61;Receita;Transferência;Administrativo;Financeiro;202506240772;;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA"""
2025-06-24;;-259.44;Despesa;Transferência;Administrativo;Financeiro;202506240773;;"Pix enviado: ""Cp :90400888-CPFL"""
2025-06-23;;610.0;Receita;Transferência;Administrativo;Financeiro;202506230771;;"Pix recebido: ""Cp :90400888-FX ELETRODOS INDUSTRIA E COMERCIO DE SOLDAS LTDA"""
2025-06-21;;-5.0;Despesa;Transferência;Administrativo;Financeiro;202506210771;;"Pix enviado: ""Cp :60701190-EDIBERTO ALVES NUNES S J DO RIO PRETO"""
2025-06-19;;-400.0;Despesa;Transferência;Administrativo;Financeiro;202506190771;;"Pix enviado: ""Cp :08561701-Paulo Cesar da Silva Custodio"""
2025-06-19;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506190772;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-19;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506190773;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-19;;-15.8;Despesa;Transferência;Administrativo;Financeiro;202506190774;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-19;;-5.0;Despesa;Transferência;Administrativo;Financeiro;202506190775;;"Pix enviado: ""Cp :90400888-FARMACIA MODELO"""
2025-06-19;;-32.9;Despesa;Transferência;Administrativo;Financeiro;202506190776;;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS"""
2025-06-19;;-30.0;Despesa;Transferência;Administrativo;Financeiro;202506190777;;"Pix enviado: ""Cp :54403563-M4 PRODUTOS E SERVICOS LTDA"""
2025-06-19;;3.0;Receita;Transferência;Administrativo;Financeiro;202506190778;;"Pix recebido: ""Cp :60701190-TIM S A"""
2025-06-19;;-251.87;Despesa;Transferência;Administrativo;Financeiro;202506190779;;"Pix enviado: ""Cp :90400888-CPFL"""
2025-06-19;;-225.54;Despesa;Transferência;Administrativo;Financeiro;2025061907710;;"Pix enviado: ""Cp :90400888-CPFL"""
2025-06-19;;-260.99;Despesa;Transferência;Administrativo;Financeiro;2025061907711;;"Pix enviado: ""Cp :90400888-CPFL"""
2025-06-19;;-13.85;Despesa;Transferência;Administrativo;Financeiro;2025061907712;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-19;;-18.77;Despesa;Transferência;Administrativo;Financeiro;2025061907713;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-19;;-34.1;Despesa;Transferência;Administrativo;Financeiro;2025061907714;;"Pix enviado: ""Cp :60701190-CARREFOUR COMERCIO E INDUSTRIA LTDA"""
2025-06-19;;-16.27;Despesa;Transferência;Administrativo;Financeiro;2025061907715;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-18;;-40.4;Despesa;Transferência;Administrativo;Financeiro;202506180771;;"Pix enviado: ""Cp :08561701-40 682 412 NILCE NEVES MATTARAGGIA"""
2025-06-18;;-27.25;Despesa;Transferência;Administrativo;Financeiro;202506180772;;"Pix enviado: ""Cp :08561701-TUBARAO EXPRESS UTILIDADES EM GERAL LTDA"""
2025-06-18;;130.0;Receita;Pagamento;Administrativo;Financeiro;202506180773;;"Boleto de cobranca recebido: ""112/90339204508"""
2025-06-18;;94.44;Receita;Outros;❗Definir;❗Definir;202506180774;;"Transferencia recebida: ""341 4009 814486 NARDINI AGROINDUSTRIAL LTDA"""
2025-06-18;;-14.23;Despesa;Transferência;Administrativo;Financeiro;202506180775;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-18;;-87.11;Despesa;Transferência;Administrativo;Financeiro;202506180776;;"Pix enviado: ""00019 403444195 KIBERAMA RESTAURANTE ARABE LTDA"""
2025-06-18;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506180777;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-18;;65.0;Receita;Pagamento;Administrativo;Financeiro;202506180778;;"Boleto de cobranca recebido: ""112/90339246582"""
2025-06-18;;-12.52;Despesa;Transferência;Administrativo;Financeiro;202506180779;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-18;;175.0;Receita;Transferência;Administrativo;Financeiro;2025061807710;;"Pix recebido: ""Cp :90400888-STL INDUSTRIA E COMERCIO DE ACESSORIOS PARA PISCINAS LTDA"""
2025-06-18;;245.0;Receita;Transferência;Administrativo;Financeiro;2025061807711;;"Pix recebido: ""Cp :90400888-STL INDUSTRIA E COMERCIO DE ACESSORIOS PARA PISCINAS LTDA"""
2025-06-18;;110.0;Receita;Transferência;Administrativo;Financeiro;2025061807712;;"Pix recebido: ""Cp :90400888-STATUS POOL INDUSTRIA E COMERCIO DE ACESSORIOS PARA LAZER LTDA"""
2025-06-18;;542.5;Receita;Pagamento;Administrativo;Financeiro;2025061807713;;"Boleto de cobranca recebido: ""112/90338184388"""
2025-06-18;;-17.66;Despesa;Transferência;Administrativo;Financeiro;2025061807714;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-18;;-80.9;Despesa;Transferência;Administrativo;Financeiro;2025061807715;;"Pix enviado: ""00019 326356258 52929146 A E G SANTOS"""
2025-06-18;;135.0;Receita;Transferência;Administrativo;Financeiro;2025061807716;;"Pix recebido: ""Cp :60701190-MARCO ANTONIO MAXIMO - EQUIPAMENTOS PARA PISCINA"""
2025-06-17;;307.48;Receita;Transferência;Administrativo;Financeiro;202506170771;;"Pix recebido: ""Cp :00360305-TRANSPORTADORA TMS LTDA ME"""
2025-06-17;;90.0;Receita;Transferência;Administrativo;Financeiro;202506170772;;"Pix recebido: ""Cp :64739121-MARCOS ANTONIO DE OLIVEIRA FLAUSINO"""
2025-06-17;;60.0;Receita;Transferência;Administrativo;Financeiro;202506170773;;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA"""
2025-06-17;;147.0;Receita;Transferência;Administrativo;Financeiro;202506170774;;"Pix recebido: ""Cp :60701190-VITOR PAULUCCI"""
2025-06-17;;640.45;Receita;Transferência;Administrativo;Financeiro;202506170775;;"Pix recebido: ""Cp :09512539-PORTOEXPRESS LOGISTICA LTDA"""
2025-06-17;;4590.05;Receita;Transferência;Administrativo;Financeiro;202506170776;;"Pix recebido: ""Cp :09512539-PORTOEXPRESS LOGISTICA LTDA"""
2025-06-17;;540.0;Receita;Transferência;Administrativo;Financeiro;202506170777;;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP"""
2025-06-17;;1415.24;Receita;Transferência;Administrativo;Financeiro;202506170778;;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP"""
2025-06-17;;250.0;Receita;Transferência;Administrativo;Financeiro;202506170779;;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP"""
2025-06-17;;796.58;Receita;Transferência;Administrativo;Financeiro;2025061707710;;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP"""
2025-06-17;;-50.0;Despesa;Transferência;Administrativo;Financeiro;2025061707711;;"Pix enviado: ""Cp :00360305-Antonio Barbosa de Souza Junior"""
2025-06-17;;-8800.0;Despesa;Transferência;Administrativo;Financeiro;2025061707712;;"Pix enviado: ""Cp :18236120-AVILA TRANSPORTES"""
2025-06-17;;70.0;Receita;Transferência;Administrativo;Financeiro;2025061707713;;"Pix recebido: ""Cp :90400888-DOUGLAS ALEXANDRE FERREIRA DE MELLO"""
2025-06-17;;92.0;Receita;Transferência;Administrativo;Financeiro;2025061707714;;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA"""
2025-06-17;;-36.3;Despesa;Transferência;Administrativo;Financeiro;2025061707715;;"Pix enviado: ""00019 403444195 KIBERAMA RESTAURANTE ARABE LTDA"""
2025-06-17;;188.26;Receita;Transferência;Administrativo;Financeiro;2025061707716;;"Pix recebido: ""00019 245027521 CLEOMAR MARCOS BLAUTH"""
2025-06-17;;-119.53;Despesa;Transferência;Administrativo;Financeiro;2025061707717;;"Pix enviado: ""Cp :90400888-FARMACIA DO POVO"""
2025-06-17;;-7.76;Despesa;Transferência;Administrativo;Financeiro;2025061707718;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-17;;-4.99;Despesa;Transferência;Administrativo;Financeiro;2025061707719;;"Pix enviado: ""Cp :90400888-FARMACIA DO POVO"""
2025-06-17;;-12.58;Despesa;Transferência;Administrativo;Financeiro;2025061707720;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-17;;-42.0;Despesa;Transferência;Administrativo;Financeiro;2025061707721;;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURANTE"""
2025-06-17;;-20.0;Despesa;Transferência;Administrativo;Financeiro;2025061707722;;"Pix enviado: ""Cp :90400888-VILLAGE PLAZZA SERV FESTAS LTDA"""
2025-06-17;;-12.48;Despesa;Transferência;Administrativo;Financeiro;2025061707723;;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA"""
2025-06-16;;168.3;Receita;Transferência;Administrativo;Financeiro;202506160771;;"Pix recebido: ""Cp :90400888-B F DOS SANTOS"""
2025-06-16;;-30.9;Despesa;Transferência;Administrativo;Financeiro;202506160772;;"Pix enviado: ""Cp :08561701-40 682 412 NILCE NEVES MATTARAGGIA"""
2025-06-16;;-42.5;Despesa;Transferência;Administrativo;Financeiro;202506160773;;"Pix enviado: ""Cp :60701190-DROGARIA TOTAL POPULAR"""
2025-06-16;;60.0;Receita;Transferência;Administrativo;Financeiro;202506160774;;"Pix recebido: ""Cp :90400888-THERMOVATTE LTDA"""
2025-06-16;;970.69;Receita;Transferência;Administrativo;Financeiro;202506160775;;"Pix recebido: ""Cp :79052122-Hipot Energia Ltda"""
2025-06-16;;-30.0;Despesa;Transferência;Administrativo;Financeiro;202506160776;;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro"""
